categoria,paciente_endereco_uf,Dias até vacinar,count
Comorbidades,RS,37.0,38
Comorbidades,RS,38.0,40
Comorbidades,RS,39.0,9
Comorbidades,RS,40.0,32
Comorbidades,RS,41.0,32
Comorbidades,RS,43.0,77
Comorbidades,RS,44.0,63
Comorbidades,RS,45.0,111
Comorbidades,RS,46.0,51
Comorbidades,RS,47.0,48
Comorbidades,RS,48.0,29
Comorbidades,RS,50.0,21
Comorbidades,RS,51.0,73
Comorbidades,RS,52.0,74
Comorbidades,RS,53.0,69
Comorbidades,RS,54.0,113
Comorbidades,RS,55.0,21
Comorbidades,RS,56.0,4
Comorbidades,RS,57.0,84
Comorbidades,RS,58.0,38
Comorbidades,RS,59.0,80
Comorbidades,RS,60.0,62
Comorbidades,RS,61.0,50
Comorbidades,RS,62.0,7
Comorbidades,RS,63.0,1
Comorbidades,RS,64.0,77
Comorbidades,RS,65.0,37
Comorbidades,RS,66.0,63
Comorbidades,RS,67.0,59
Comorbidades,RS,68.0,61
Comorbidades,RS,69.0,44
Comorbidades,RS,71.0,59
Comorbidades,RS,72.0,54
Comorbidades,RS,73.0,51
Comorbidades,RS,74.0,66
Comorbidades,RS,75.0,7
Comorbidades,RS,76.0,39
Comorbidades,RS,77.0,8
Comorbidades,RS,78.0,78
Comorbidades,RS,79.0,94
Comorbidades,RS,80.0,92
Comorbidades,RS,81.0,67
Comorbidades,RS,82.0,80
Comorbidades,RS,83.0,76
Comorbidades,RS,84.0,4
Comorbidades,RS,85.0,133
Comorbidades,RS,86.0,152
Comorbidades,RS,87.0,198
Comorbidades,RS,88.0,169
Comorbidades,RS,89.0,120
Comorbidades,RS,90.0,118
Comorbidades,RS,91.0,8
Comorbidades,RS,92.0,184
Comorbidades,RS,93.0,298
Comorbidades,RS,94.0,19
Comorbidades,RS,95.0,298
Comorbidades,RS,96.0,626
Comorbidades,RS,97.0,383
Comorbidades,RS,98.0,10
Comorbidades,RS,99.0,398
Comorbidades,RS,100.0,478
Comorbidades,RS,101.0,370
Comorbidades,RS,102.0,1015
Comorbidades,RS,103.0,4169
Comorbidades,RS,104.0,5223
Comorbidades,RS,105.0,270
Comorbidades,RS,106.0,18921
Comorbidades,RS,107.0,24603
Comorbidades,RS,108.0,35037
Comorbidades,RS,109.0,47531
Comorbidades,RS,110.0,55976
Comorbidades,RS,111.0,26317
Comorbidades,RS,112.0,527
Comorbidades,RS,113.0,44336
Comorbidades,RS,114.0,37610
Comorbidades,RS,115.0,36827
Comorbidades,RS,116.0,32153
Comorbidades,RS,117.0,33879
Comorbidades,RS,118.0,11407
Comorbidades,RS,119.0,670
Comorbidades,RS,120.0,26033
Comorbidades,RS,121.0,27741
Comorbidades,RS,122.0,28803
Comorbidades,RS,123.0,20284
Comorbidades,RS,124.0,15929
Comorbidades,RS,125.0,6674
Comorbidades,RS,126.0,329
Comorbidades,RS,127.0,15069
Comorbidades,RS,128.0,20074
Comorbidades,RS,129.0,21300
Comorbidades,RS,130.0,19709
Comorbidades,RS,131.0,21114
Comorbidades,RS,132.0,8520
Comorbidades,RS,133.0,148
Comorbidades,RS,134.0,14664
Comorbidades,RS,135.0,19372
Comorbidades,RS,136.0,13952
Comorbidades,RS,137.0,3598
Comorbidades,RS,138.0,9446
Comorbidades,RS,139.0,2346
Comorbidades,RS,140.0,127
Comorbidades,RS,141.0,10926
Comorbidades,RS,142.0,8654
Comorbidades,RS,143.0,6715
Comorbidades,RS,144.0,6454
Comorbidades,RS,145.0,6011
Comorbidades,RS,146.0,2417
Comorbidades,RS,147.0,43
Comorbidades,RS,148.0,4829
Comorbidades,RS,149.0,3821
Comorbidades,RS,150.0,5083
Comorbidades,RS,151.0,3757
Comorbidades,RS,152.0,3426
Comorbidades,RS,153.0,1016
Comorbidades,RS,154.0,48
Comorbidades,RS,155.0,2578
Comorbidades,RS,156.0,2456
Comorbidades,RS,157.0,1539
Comorbidades,RS,158.0,237
Comorbidades,SC,3.0,4
Comorbidades,SC,4.0,2
Comorbidades,SC,5.0,1
Comorbidades,SC,8.0,1
Comorbidades,SC,9.0,2
Comorbidades,SC,10.0,2
Comorbidades,SC,11.0,4
Comorbidades,SC,12.0,3
Comorbidades,SC,15.0,16
Comorbidades,SC,16.0,11
Comorbidades,SC,17.0,3
Comorbidades,SC,18.0,2
Comorbidades,SC,20.0,1
Comorbidades,SC,21.0,13
Comorbidades,SC,22.0,1
Comorbidades,SC,23.0,1
Comorbidades,SC,24.0,9
Comorbidades,SC,25.0,5
Comorbidades,SC,26.0,4
Comorbidades,SC,28.0,4
Comorbidades,SC,29.0,2
Comorbidades,SC,30.0,1
Comorbidades,SC,31.0,4
Comorbidades,SC,32.0,4
Comorbidades,SC,34.0,2
Comorbidades,SC,36.0,6
Comorbidades,SC,37.0,1
Comorbidades,SC,38.0,5
Comorbidades,SC,39.0,5
Comorbidades,SC,40.0,1
Comorbidades,SC,43.0,3
Comorbidades,SC,44.0,8
Comorbidades,SC,45.0,6
Comorbidades,SC,46.0,6
Comorbidades,SC,47.0,11
Comorbidades,SC,48.0,4
Comorbidades,SC,50.0,6
Comorbidades,SC,51.0,4
Comorbidades,SC,53.0,4
Comorbidades,SC,54.0,3
Comorbidades,SC,55.0,7
Comorbidades,SC,57.0,1
Comorbidades,SC,58.0,2
Comorbidades,SC,59.0,1
Comorbidades,SC,60.0,1
Comorbidades,SC,61.0,4
Comorbidades,SC,62.0,1
Comorbidades,SC,64.0,4
Comorbidades,SC,65.0,17
Comorbidades,SC,66.0,6
Comorbidades,SC,67.0,10
Comorbidades,SC,68.0,10
Comorbidades,SC,69.0,1
Comorbidades,SC,70.0,4
Comorbidades,SC,71.0,6
Comorbidades,SC,72.0,8
Comorbidades,SC,73.0,12
Comorbidades,SC,74.0,7
Comorbidades,SC,76.0,4
Comorbidades,SC,78.0,6
Comorbidades,SC,79.0,7
Comorbidades,SC,80.0,14
Comorbidades,SC,81.0,9
Comorbidades,SC,82.0,4
Comorbidades,SC,83.0,4
Comorbidades,SC,84.0,2
Comorbidades,SC,85.0,9
Comorbidades,SC,86.0,11
Comorbidades,SC,87.0,15
Comorbidades,SC,88.0,13
Comorbidades,SC,89.0,5
Comorbidades,SC,90.0,8
Comorbidades,SC,91.0,2
Comorbidades,SC,92.0,11
Comorbidades,SC,93.0,24
Comorbidades,SC,94.0,11
Comorbidades,SC,95.0,27
Comorbidades,SC,96.0,28
Comorbidades,SC,97.0,53
Comorbidades,SC,98.0,5
Comorbidades,SC,99.0,42
Comorbidades,SC,100.0,24
Comorbidades,SC,101.0,30
Comorbidades,SC,102.0,68
Comorbidades,SC,103.0,178
Comorbidades,SC,104.0,31
Comorbidades,SC,105.0,10
Comorbidades,SC,106.0,138
Comorbidades,SC,107.0,408
Comorbidades,SC,108.0,908
Comorbidades,SC,109.0,2818
Comorbidades,SC,110.0,3130
Comorbidades,SC,111.0,6513
Comorbidades,SC,112.0,620
Comorbidades,SC,113.0,8482
Comorbidades,SC,114.0,10852
Comorbidades,SC,115.0,11772
Comorbidades,SC,116.0,12758
Comorbidades,SC,117.0,11891
Comorbidades,SC,118.0,14763
Comorbidades,SC,119.0,5429
Comorbidades,SC,120.0,12198
Comorbidades,SC,121.0,15061
Comorbidades,SC,122.0,16919
Comorbidades,SC,123.0,16278
Comorbidades,SC,124.0,13496
Comorbidades,SC,125.0,7449
Comorbidades,SC,126.0,5314
Comorbidades,SC,127.0,12251
Comorbidades,SC,128.0,17770
Comorbidades,SC,129.0,17245
Comorbidades,SC,130.0,17664
Comorbidades,SC,131.0,12801
Comorbidades,SC,132.0,8525
Comorbidades,SC,133.0,787
Comorbidades,SC,134.0,9717
Comorbidades,SC,135.0,10951
Comorbidades,SC,136.0,9976
Comorbidades,SC,137.0,1904
Comorbidades,SC,138.0,5697
Comorbidades,SC,139.0,2002
Comorbidades,SC,140.0,849
Comorbidades,SC,141.0,6119
Comorbidades,SC,142.0,7314
Comorbidades,SC,143.0,6346
Comorbidades,SC,144.0,5493
Comorbidades,SC,145.0,3828
Comorbidades,SC,146.0,2453
Comorbidades,SC,147.0,731
Comorbidades,SC,148.0,3148
Comorbidades,SC,149.0,3540
Comorbidades,SC,150.0,3200
Comorbidades,SC,151.0,2043
Comorbidades,SC,152.0,1863
Comorbidades,SC,153.0,1069
Comorbidades,SC,154.0,119
Comorbidades,SC,155.0,1655
Comorbidades,SC,156.0,1656
Comorbidades,SC,157.0,1302
Comorbidades,SC,158.0,552
Comorbidades,SE,2.0,3
Comorbidades,SE,4.0,3
Comorbidades,SE,9.0,1
Comorbidades,SE,16.0,2
Comorbidades,SE,23.0,6
Comorbidades,SE,24.0,7
Comorbidades,SE,25.0,4
Comorbidades,SE,29.0,5
Comorbidades,SE,32.0,1
Comorbidades,SE,33.0,2
Comorbidades,SE,35.0,1
Comorbidades,SE,39.0,4
Comorbidades,SE,45.0,2
Comorbidades,SE,49.0,1
Comorbidades,SE,50.0,1
Comorbidades,SE,51.0,4
Comorbidades,SE,52.0,3
Comorbidades,SE,54.0,1
Comorbidades,SE,57.0,3
Comorbidades,SE,64.0,1
Comorbidades,SE,65.0,1
Comorbidades,SE,66.0,3
Comorbidades,SE,67.0,6
Comorbidades,SE,70.0,2
Comorbidades,SE,71.0,1
Comorbidades,SE,72.0,2
Comorbidades,SE,73.0,2
Comorbidades,SE,74.0,1
Comorbidades,SE,77.0,1
Comorbidades,SE,78.0,2
Comorbidades,SE,79.0,8
Comorbidades,SE,80.0,7
Comorbidades,SE,81.0,3
Comorbidades,SE,82.0,3
Comorbidades,SE,83.0,9
Comorbidades,SE,84.0,16
Comorbidades,SE,85.0,97
Comorbidades,SE,86.0,186
Comorbidades,SE,87.0,188
Comorbidades,SE,88.0,112
Comorbidades,SE,89.0,67
Comorbidades,SE,90.0,9
Comorbidades,SE,91.0,4
Comorbidades,SE,92.0,32
Comorbidades,SE,93.0,65
Comorbidades,SE,94.0,30
Comorbidades,SE,95.0,72
Comorbidades,SE,96.0,25
Comorbidades,SE,97.0,5
Comorbidades,SE,98.0,6
Comorbidades,SE,99.0,37
Comorbidades,SE,100.0,82
Comorbidades,SE,101.0,101
Comorbidades,SE,102.0,49
Comorbidades,SE,103.0,33
Comorbidades,SE,104.0,42
Comorbidades,SE,105.0,6
Comorbidades,SE,106.0,501
Comorbidades,SE,107.0,975
Comorbidades,SE,108.0,1829
Comorbidades,SE,109.0,1867
Comorbidades,SE,110.0,2383
Comorbidades,SE,111.0,518
Comorbidades,SE,112.0,128
Comorbidades,SE,113.0,2253
Comorbidades,SE,114.0,3363
Comorbidades,SE,115.0,3012
Comorbidades,SE,116.0,3036
Comorbidades,SE,117.0,2759
Comorbidades,SE,118.0,1593
Comorbidades,SE,119.0,1012
Comorbidades,SE,120.0,3781
Comorbidades,SE,121.0,5274
Comorbidades,SE,122.0,5283
Comorbidades,SE,123.0,5678
Comorbidades,SE,124.0,4139
Comorbidades,SE,125.0,772
Comorbidades,SE,126.0,150
Comorbidades,SE,127.0,2802
Comorbidades,SE,128.0,3669
Comorbidades,SE,129.0,3422
Comorbidades,SE,130.0,2722
Comorbidades,SE,131.0,2073
Comorbidades,SE,132.0,364
Comorbidades,SE,133.0,117
Comorbidades,SE,134.0,1725
Comorbidades,SE,135.0,2108
Comorbidades,SE,136.0,2288
Comorbidades,SE,137.0,419
Comorbidades,SE,138.0,781
Comorbidades,SE,139.0,240
Comorbidades,SE,140.0,97
Comorbidades,SE,141.0,963
Comorbidades,SE,142.0,1100
Comorbidades,SE,143.0,1065
Comorbidades,SE,144.0,854
Comorbidades,SE,145.0,590
Comorbidades,SE,146.0,232
Comorbidades,SE,147.0,61
Comorbidades,SE,148.0,467
Comorbidades,SE,149.0,496
Comorbidades,SE,150.0,295
Comorbidades,SE,151.0,249
Comorbidades,SE,152.0,178
Comorbidades,SE,153.0,72
Comorbidades,SE,154.0,51
Comorbidades,SE,155.0,167
Comorbidades,SE,156.0,108
Comorbidades,SE,157.0,42
Comorbidades,SE,158.0,5
Comorbidades,SP,1.0,1
Comorbidades,SP,2.0,3
Comorbidades,SP,3.0,5
Comorbidades,SP,4.0,7
Comorbidades,SP,5.0,3
Comorbidades,SP,8.0,7
Comorbidades,SP,9.0,6
Comorbidades,SP,10.0,4
Comorbidades,SP,11.0,3
Comorbidades,SP,12.0,10
Comorbidades,SP,14.0,4
Comorbidades,SP,15.0,8
Comorbidades,SP,16.0,4
Comorbidades,SP,17.0,6
Comorbidades,SP,18.0,6
Comorbidades,SP,19.0,5
Comorbidades,SP,20.0,1
Comorbidades,SP,22.0,3
Comorbidades,SP,23.0,1
Comorbidades,SP,24.0,4
Comorbidades,SP,25.0,8
Comorbidades,SP,26.0,7
Comorbidades,SP,27.0,1
Comorbidades,SP,28.0,2
Comorbidades,SP,29.0,6
Comorbidades,SP,30.0,3
Comorbidades,SP,31.0,11
Comorbidades,SP,32.0,13
Comorbidades,SP,33.0,9
Comorbidades,SP,34.0,4
Comorbidades,SP,35.0,3
Comorbidades,SP,36.0,3
Comorbidades,SP,37.0,5
Comorbidades,SP,38.0,5
Comorbidades,SP,39.0,1
Comorbidades,SP,40.0,3
Comorbidades,SP,41.0,5
Comorbidades,SP,42.0,1
Comorbidades,SP,43.0,15
Comorbidades,SP,44.0,49
Comorbidades,SP,45.0,13
Comorbidades,SP,46.0,15
Comorbidades,SP,47.0,15
Comorbidades,SP,48.0,7
Comorbidades,SP,49.0,1
Comorbidades,SP,50.0,7
Comorbidades,SP,51.0,9
Comorbidades,SP,52.0,8
Comorbidades,SP,53.0,4
Comorbidades,SP,54.0,11
Comorbidades,SP,55.0,13
Comorbidades,SP,56.0,6
Comorbidades,SP,57.0,17
Comorbidades,SP,58.0,9
Comorbidades,SP,59.0,9
Comorbidades,SP,60.0,10
Comorbidades,SP,61.0,12
Comorbidades,SP,62.0,3
Comorbidades,SP,63.0,2
Comorbidades,SP,64.0,24
Comorbidades,SP,65.0,28
Comorbidades,SP,66.0,28
Comorbidades,SP,67.0,32
Comorbidades,SP,68.0,38
Comorbidades,SP,69.0,20
Comorbidades,SP,70.0,3
Comorbidades,SP,71.0,26
Comorbidades,SP,72.0,53
Comorbidades,SP,73.0,48
Comorbidades,SP,74.0,26
Comorbidades,SP,75.0,10
Comorbidades,SP,76.0,27
Comorbidades,SP,77.0,7
Comorbidades,SP,78.0,54
Comorbidades,SP,79.0,43
Comorbidades,SP,80.0,52
Comorbidades,SP,81.0,50
Comorbidades,SP,82.0,54
Comorbidades,SP,83.0,47
Comorbidades,SP,84.0,10
Comorbidades,SP,85.0,59
Comorbidades,SP,86.0,133
Comorbidades,SP,87.0,75
Comorbidades,SP,88.0,83
Comorbidades,SP,89.0,70
Comorbidades,SP,90.0,33
Comorbidades,SP,91.0,12
Comorbidades,SP,92.0,114
Comorbidades,SP,93.0,148
Comorbidades,SP,94.0,68
Comorbidades,SP,95.0,158
Comorbidades,SP,96.0,163
Comorbidades,SP,97.0,89
Comorbidades,SP,98.0,30
Comorbidades,SP,99.0,190
Comorbidades,SP,100.0,212
Comorbidades,SP,101.0,193
Comorbidades,SP,102.0,197
Comorbidades,SP,103.0,258
Comorbidades,SP,104.0,212
Comorbidades,SP,105.0,71
Comorbidades,SP,106.0,472
Comorbidades,SP,107.0,976
Comorbidades,SP,108.0,1167
Comorbidades,SP,109.0,1672
Comorbidades,SP,110.0,2008
Comorbidades,SP,111.0,1336
Comorbidades,SP,112.0,161
Comorbidades,SP,113.0,12703
Comorbidades,SP,114.0,20418
Comorbidades,SP,115.0,145707
Comorbidades,SP,116.0,102190
Comorbidades,SP,117.0,194396
Comorbidades,SP,118.0,73328
Comorbidades,SP,119.0,6716
Comorbidades,SP,120.0,107565
Comorbidades,SP,121.0,112015
Comorbidades,SP,122.0,87787
Comorbidades,SP,123.0,111061
Comorbidades,SP,124.0,146140
Comorbidades,SP,125.0,62488
Comorbidades,SP,126.0,5091
Comorbidades,SP,127.0,103139
Comorbidades,SP,128.0,102049
Comorbidades,SP,129.0,94473
Comorbidades,SP,130.0,93325
Comorbidades,SP,131.0,147777
Comorbidades,SP,132.0,55221
Comorbidades,SP,133.0,6173
Comorbidades,SP,134.0,95703
Comorbidades,SP,135.0,97975
Comorbidades,SP,136.0,170363
Comorbidades,SP,137.0,63087
Comorbidades,SP,138.0,83004
Comorbidades,SP,139.0,42419
Comorbidades,SP,140.0,4095
Comorbidades,SP,141.0,120345
Comorbidades,SP,142.0,107904
Comorbidades,SP,143.0,94865
Comorbidades,SP,144.0,81229
Comorbidades,SP,145.0,72398
Comorbidades,SP,146.0,30525
Comorbidades,SP,147.0,435
Comorbidades,SP,148.0,54160
Comorbidades,SP,149.0,51021
Comorbidades,SP,150.0,32102
Comorbidades,SP,151.0,28648
Comorbidades,SP,152.0,26910
Comorbidades,SP,153.0,14169
Comorbidades,SP,154.0,963
Comorbidades,SP,155.0,20037
Comorbidades,SP,156.0,14945
Comorbidades,SP,157.0,17186
Comorbidades,SP,158.0,5361
Comorbidades,TO,4.0,1
Comorbidades,TO,9.0,1
Comorbidades,TO,16.0,2
Comorbidades,TO,18.0,2
Comorbidades,TO,22.0,2
Comorbidades,TO,23.0,1
Comorbidades,TO,24.0,4
Comorbidades,TO,25.0,4
Comorbidades,TO,28.0,1
Comorbidades,TO,29.0,1
Comorbidades,TO,30.0,2
Comorbidades,TO,32.0,5
Comorbidades,TO,33.0,5
Comorbidades,TO,35.0,1
Comorbidades,TO,36.0,1
Comorbidades,TO,37.0,2
Comorbidades,TO,39.0,1
Comorbidades,TO,40.0,2
Comorbidades,TO,41.0,1
Comorbidades,TO,42.0,1
Comorbidades,TO,43.0,1
Comorbidades,TO,44.0,5
Comorbidades,TO,45.0,2
Comorbidades,TO,46.0,4
Comorbidades,TO,48.0,1
Comorbidades,TO,50.0,2
Comorbidades,TO,51.0,5
Comorbidades,TO,52.0,6
Comorbidades,TO,53.0,6
Comorbidades,TO,54.0,5
Comorbidades,TO,55.0,1
Comorbidades,TO,57.0,1
Comorbidades,TO,58.0,3
Comorbidades,TO,59.0,3
Comorbidades,TO,60.0,4
Comorbidades,TO,61.0,3
Comorbidades,TO,64.0,4
Comorbidades,TO,65.0,9
Comorbidades,TO,66.0,1
Comorbidades,TO,67.0,5
Comorbidades,TO,68.0,7
Comorbidades,TO,69.0,3
Comorbidades,TO,70.0,1
Comorbidades,TO,71.0,9
Comorbidades,TO,72.0,5
Comorbidades,TO,73.0,6
Comorbidades,TO,74.0,7
Comorbidades,TO,75.0,3
Comorbidades,TO,76.0,2
Comorbidades,TO,78.0,7
Comorbidades,TO,79.0,15
Comorbidades,TO,80.0,7
Comorbidades,TO,81.0,10
Comorbidades,TO,82.0,8
Comorbidades,TO,83.0,1
Comorbidades,TO,84.0,1
Comorbidades,TO,85.0,4
Comorbidades,TO,86.0,9
Comorbidades,TO,87.0,9
Comorbidades,TO,88.0,2
Comorbidades,TO,89.0,10
Comorbidades,TO,90.0,11
Comorbidades,TO,91.0,6
Comorbidades,TO,92.0,14
Comorbidades,TO,93.0,20
Comorbidades,TO,94.0,16
Comorbidades,TO,95.0,8
Comorbidades,TO,96.0,14
Comorbidades,TO,97.0,2
Comorbidades,TO,98.0,4
Comorbidades,TO,99.0,16
Comorbidades,TO,100.0,25
Comorbidades,TO,101.0,29
Comorbidades,TO,102.0,33
Comorbidades,TO,103.0,20
Comorbidades,TO,104.0,14
Comorbidades,TO,105.0,3
Comorbidades,TO,106.0,33
Comorbidades,TO,107.0,33
Comorbidades,TO,108.0,106
Comorbidades,TO,109.0,996
Comorbidades,TO,110.0,1332
Comorbidades,TO,111.0,715
Comorbidades,TO,112.0,6
Comorbidades,TO,113.0,1116
Comorbidades,TO,114.0,1433
Comorbidades,TO,115.0,2015
Comorbidades,TO,116.0,2598
Comorbidades,TO,117.0,3618
Comorbidades,TO,118.0,1252
Comorbidades,TO,119.0,16
Comorbidades,TO,120.0,3339
Comorbidades,TO,121.0,3464
Comorbidades,TO,122.0,3383
Comorbidades,TO,123.0,4524
Comorbidades,TO,124.0,2574
Comorbidades,TO,125.0,537
Comorbidades,TO,126.0,11
Comorbidades,TO,127.0,2431
Comorbidades,TO,128.0,3047
Comorbidades,TO,129.0,2684
Comorbidades,TO,130.0,3018
Comorbidades,TO,131.0,3627
Comorbidades,TO,132.0,517
Comorbidades,TO,133.0,14
Comorbidades,TO,134.0,2702
Comorbidades,TO,135.0,3677
Comorbidades,TO,136.0,3708
Comorbidades,TO,137.0,502
Comorbidades,TO,138.0,1223
Comorbidades,TO,139.0,171
Comorbidades,TO,140.0,21
Comorbidades,TO,141.0,2017
Comorbidades,TO,142.0,2471
Comorbidades,TO,143.0,1807
Comorbidades,TO,144.0,2010
Comorbidades,TO,145.0,1440
Comorbidades,TO,146.0,123
Comorbidades,TO,147.0,8
Comorbidades,TO,148.0,1318
Comorbidades,TO,149.0,1350
Comorbidades,TO,150.0,1248
Comorbidades,TO,151.0,1177
Comorbidades,TO,152.0,1121
Comorbidades,TO,153.0,166
Comorbidades,TO,155.0,815
Comorbidades,TO,156.0,881
Comorbidades,TO,157.0,542
Comorbidades,TO,158.0,140
Comorbidades,XX,18.0,1
Comorbidades,XX,47.0,1
Comorbidades,XX,59.0,1
Comorbidades,XX,72.0,1
Comorbidades,XX,76.0,1
Comorbidades,XX,82.0,2
Comorbidades,XX,83.0,1
Comorbidades,XX,89.0,1
Comorbidades,XX,92.0,1
Comorbidades,XX,93.0,3
Comorbidades,XX,96.0,1
Comorbidades,XX,99.0,4
Comorbidades,XX,100.0,3
Comorbidades,XX,101.0,2
Comorbidades,XX,102.0,3
Comorbidades,XX,103.0,4
Comorbidades,XX,104.0,2
Comorbidades,XX,105.0,3
Comorbidades,XX,106.0,6
Comorbidades,XX,107.0,12
Comorbidades,XX,108.0,18
Comorbidades,XX,109.0,17
Comorbidades,XX,110.0,22
Comorbidades,XX,111.0,23
Comorbidades,XX,112.0,4
Comorbidades,XX,113.0,20
Comorbidades,XX,114.0,24
Comorbidades,XX,115.0,67
Comorbidades,XX,116.0,60
Comorbidades,XX,117.0,102
Comorbidades,XX,118.0,56
Comorbidades,XX,119.0,6
Comorbidades,XX,120.0,71
Comorbidades,XX,121.0,64
Comorbidades,XX,122.0,50
Comorbidades,XX,123.0,74
Comorbidades,XX,124.0,78
Comorbidades,XX,125.0,28
Comorbidades,XX,126.0,4
Comorbidades,XX,127.0,52
Comorbidades,XX,128.0,56
Comorbidades,XX,129.0,45
Comorbidades,XX,130.0,52
Comorbidades,XX,131.0,87
Comorbidades,XX,132.0,34
Comorbidades,XX,133.0,3
Comorbidades,XX,134.0,48
Comorbidades,XX,135.0,57
Comorbidades,XX,136.0,86
Comorbidades,XX,137.0,35
Comorbidades,XX,138.0,42
Comorbidades,XX,139.0,22
Comorbidades,XX,140.0,2
Comorbidades,XX,141.0,50
Comorbidades,XX,142.0,50
Comorbidades,XX,143.0,43
Comorbidades,XX,144.0,39
Comorbidades,XX,145.0,30
Comorbidades,XX,146.0,17
Comorbidades,XX,147.0,1
Comorbidades,XX,148.0,24
Comorbidades,XX,149.0,16
Comorbidades,XX,150.0,18
Comorbidades,XX,151.0,9
Comorbidades,XX,152.0,13
Comorbidades,XX,153.0,6
Comorbidades,XX,155.0,5
Comorbidades,XX,156.0,2
Comorbidades,XX,157.0,14
Comorbidades,XX,158.0,2
Forças Armadas e Segurança,AC,22.0,29
Forças Armadas e Segurança,AC,25.0,4
Forças Armadas e Segurança,AC,32.0,5
Forças Armadas e Segurança,AC,36.0,8
Forças Armadas e Segurança,AC,37.0,7
Forças Armadas e Segurança,AC,43.0,5
Forças Armadas e Segurança,AC,45.0,2
Forças Armadas e Segurança,AC,46.0,2
Forças Armadas e Segurança,AC,47.0,1
Forças Armadas e Segurança,AC,48.0,2
Forças Armadas e Segurança,AC,51.0,2
Forças Armadas e Segurança,AC,52.0,3
Forças Armadas e Segurança,AC,53.0,7
Forças Armadas e Segurança,AC,54.0,1
Forças Armadas e Segurança,AC,57.0,1
Forças Armadas e Segurança,AC,61.0,2
Forças Armadas e Segurança,AC,62.0,1
Forças Armadas e Segurança,AC,65.0,8
Forças Armadas e Segurança,AC,66.0,52
Forças Armadas e Segurança,AC,67.0,15
Forças Armadas e Segurança,AC,68.0,8
Forças Armadas e Segurança,AC,70.0,1
Forças Armadas e Segurança,AC,71.0,7
Forças Armadas e Segurança,AC,72.0,5
Forças Armadas e Segurança,AC,74.0,3
Forças Armadas e Segurança,AC,75.0,1
Forças Armadas e Segurança,AC,76.0,4
Forças Armadas e Segurança,AC,78.0,38
Forças Armadas e Segurança,AC,79.0,22
Forças Armadas e Segurança,AC,80.0,431
Forças Armadas e Segurança,AC,81.0,281
Forças Armadas e Segurança,AC,82.0,136
Forças Armadas e Segurança,AC,83.0,176
Forças Armadas e Segurança,AC,84.0,37
Forças Armadas e Segurança,AC,85.0,40
Forças Armadas e Segurança,AC,86.0,65
Forças Armadas e Segurança,AC,87.0,41
Forças Armadas e Segurança,AC,88.0,8
Forças Armadas e Segurança,AC,89.0,5
Forças Armadas e Segurança,AC,90.0,1
Forças Armadas e Segurança,AC,91.0,1
Forças Armadas e Segurança,AC,92.0,5
Forças Armadas e Segurança,AC,93.0,21
Forças Armadas e Segurança,AC,94.0,18
Forças Armadas e Segurança,AC,95.0,15
Forças Armadas e Segurança,AC,96.0,8
Forças Armadas e Segurança,AC,97.0,2
Forças Armadas e Segurança,AC,99.0,5
Forças Armadas e Segurança,AC,100.0,16
Forças Armadas e Segurança,AC,101.0,21
Forças Armadas e Segurança,AC,102.0,30
Forças Armadas e Segurança,AC,103.0,8
Forças Armadas e Segurança,AC,104.0,6
Forças Armadas e Segurança,AC,105.0,1
Forças Armadas e Segurança,AC,106.0,12
Forças Armadas e Segurança,AC,107.0,57
Forças Armadas e Segurança,AC,108.0,162
Forças Armadas e Segurança,AC,109.0,58
Forças Armadas e Segurança,AC,110.0,66
Forças Armadas e Segurança,AC,111.0,9
Forças Armadas e Segurança,AC,112.0,2
Forças Armadas e Segurança,AC,113.0,29
Forças Armadas e Segurança,AC,114.0,48
Forças Armadas e Segurança,AC,115.0,19
Forças Armadas e Segurança,AC,116.0,18
Forças Armadas e Segurança,AC,117.0,15
Forças Armadas e Segurança,AC,118.0,7
Forças Armadas e Segurança,AC,119.0,2
Forças Armadas e Segurança,AC,120.0,9
Forças Armadas e Segurança,AC,121.0,31
Forças Armadas e Segurança,AC,122.0,11
Forças Armadas e Segurança,AC,123.0,23
Forças Armadas e Segurança,AC,124.0,16
Forças Armadas e Segurança,AC,127.0,10
Forças Armadas e Segurança,AC,128.0,9
Forças Armadas e Segurança,AC,129.0,7
Forças Armadas e Segurança,AC,130.0,9
Forças Armadas e Segurança,AC,131.0,13
Forças Armadas e Segurança,AC,132.0,1
Forças Armadas e Segurança,AC,134.0,27
Forças Armadas e Segurança,AC,135.0,74
Forças Armadas e Segurança,AC,136.0,403
Forças Armadas e Segurança,AC,137.0,7
Forças Armadas e Segurança,AC,138.0,16
Forças Armadas e Segurança,AC,139.0,1
Forças Armadas e Segurança,AC,141.0,30
Forças Armadas e Segurança,AC,142.0,54
Forças Armadas e Segurança,AC,143.0,64
Forças Armadas e Segurança,AC,144.0,80
Forças Armadas e Segurança,AC,145.0,26
Forças Armadas e Segurança,AC,146.0,1
Forças Armadas e Segurança,AC,148.0,37
Forças Armadas e Segurança,AC,149.0,14
Forças Armadas e Segurança,AC,150.0,19
Forças Armadas e Segurança,AC,151.0,16
Forças Armadas e Segurança,AC,152.0,12
Forças Armadas e Segurança,AC,153.0,1
Forças Armadas e Segurança,AC,154.0,3
Forças Armadas e Segurança,AC,155.0,55
Forças Armadas e Segurança,AC,156.0,7
Forças Armadas e Segurança,AC,157.0,1
